,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,salary,RandD,accounting,hr,management,marketing,product_mng,sales,support,technical,left
2636,0.78,0.65,0.6,0.5373831775700935,0.5,0,0,2,0,0,0,0,0,0,0,1,0,0
2637,0.78,0.89,0.6,0.08411214953271029,0.125,0,0,0,0,0,0,0,0,0,0,1,0,0
2638,0.93,0.68,0.6,0.49532710280373826,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0
2639,0.54,0.75,0.20000000000000007,0.37850467289719625,0.125,0,0,2,0,0,0,0,0,0,0,1,0,0
2640,0.76,0.56,0.4,0.6401869158878505,0.25,0,0,2,0,0,0,0,0,0,0,1,0,0
2641,0.4,0.72,0.0,0.0700934579439253,0.0,0,0,2,0,0,0,0,0,0,0,1,0,0
2642,0.73,0.81,0.20000000000000007,0.383177570093458,0.125,0,0,2,0,0,0,0,0,0,0,0,1,0
2643,0.86,0.98,0.4,0.5046728971962616,0.25,0,0,1,0,0,0,0,0,0,0,0,1,0
2644,0.38,0.68,0.20000000000000007,0.822429906542056,0.125,0,0,1,0,0,0,0,0,0,0,0,1,0
2645,0.71,0.48,0.4,0.2850467289719626,0.25,0,0,1,0,0,0,1,0,0,0,0,0,0
2646,0.58,0.97,0.6,0.6214953271028038,0.125,0,0,1,0,0,0,0,0,0,0,0,0,0
2647,0.67,0.59,0.6,0.49532710280373826,0.125,1,0,1,0,0,0,0,0,0,0,0,0,0
2648,0.55,0.76,0.20000000000000007,0.7850467289719626,0.125,0,0,1,0,0,0,0,0,0,0,0,0,0
2649,0.76,0.98,0.20000000000000007,0.7476635514018691,0.125,0,0,1,0,0,0,0,0,0,0,0,0,0
2650,0.7,0.82,0.20000000000000007,0.2570093457943925,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0
2651,0.66,0.46,0.20000000000000007,0.7242990654205607,0.125,0,0,1,0,0,0,0,0,1,0,0,0,0
2652,0.96,0.72,0.6,0.8177570093457943,0.25,0,0,1,0,0,0,0,0,1,0,0,0,0
2653,0.6,0.77,0.4,0.8317757009345793,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0
2654,0.54,0.94,0.20000000000000007,0.3411214953271028,0.125,1,0,1,0,0,0,0,0,1,0,0,0,0
2655,0.85,0.9,0.4,0.3738317757009346,0.25,0,0,1,0,0,0,0,0,0,0,0,0,0
2656,0.96,0.84,0.6,0.33644859813084116,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0
2657,0.86,0.62,0.4,0.35046728971962615,0.0,1,0,1,1,0,0,0,0,0,0,0,0,0
2658,0.53,0.87,0.4,0.5514018691588785,0.125,0,0,1,1,0,0,0,0,0,0,0,0,0
2659,0.91,0.95,0.6,0.5981308411214953,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0
2660,0.33,0.7,0.20000000000000007,0.4439252336448598,0.25,0,0,1,1,0,0,0,0,0,0,0,0,0
2661,0.75,0.73,0.6,0.0,0.25,0,0,1,1,0,0,0,0,0,0,0,0,0
2662,0.97,0.8,0.8000000000000002,0.5654205607476636,0.5,0,0,1,0,0,0,0,1,0,0,0,0,0
2663,0.68,0.51,0.4,0.18224299065420557,0.0,1,0,1,0,0,0,0,0,0,1,0,0,0
2664,0.68,0.7,0.20000000000000007,0.6074766355140188,0.125,0,0,2,0,1,0,0,0,0,0,0,0,0
2665,0.57,0.87,0.20000000000000007,0.49532710280373826,0.0,0,0,2,0,0,0,0,0,0,0,1,0,0
2666,0.87,0.9,0.0,0.39252336448598135,0.5,0,0,2,0,0,0,0,0,0,0,0,1,0
2667,0.5,0.91,0.6,0.36448598130841126,0.25,1,0,2,0,0,0,1,0,0,0,0,0,0
2668,0.76,0.59,0.20000000000000007,0.20560747663551404,0.0,0,0,2,0,0,0,0,1,0,0,0,0,0
2669,0.79,0.61,0.4,0.23831775700934577,0.125,0,0,2,0,0,0,0,1,0,0,0,0,0
2670,0.17,0.9,0.0,0.7803738317757009,0.125,1,0,2,0,0,0,0,1,0,0,0,0,0
2671,0.6,0.62,0.6,0.7710280373831776,0.375,1,0,2,0,0,0,0,0,0,1,0,0,0
2672,0.89,0.67,0.0,0.3738317757009346,0.0,0,0,2,0,0,0,0,0,0,1,0,0,0
2673,0.69,0.87,0.0,0.009345794392523366,0.375,0,0,2,0,0,0,0,0,0,1,0,0,0
2674,0.68,0.85,0.20000000000000007,0.44859813084112143,0.125,0,0,2,0,0,0,0,0,0,1,0,0,0
2675,0.61,0.87,0.4,0.2850467289719626,0.125,0,0,2,0,0,0,0,0,0,1,0,0,0
2676,0.63,0.5,0.6,0.6261682242990655,0.125,0,0,0,0,0,0,0,0,0,1,0,0,0
2677,0.5,0.96,0.4,0.44859813084112143,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0
2678,0.49,0.74,0.20000000000000007,0.3037383177570093,0.125,1,0,2,0,0,0,0,0,0,1,0,0,0
2679,0.83,0.55,0.20000000000000007,0.3738317757009346,0.125,0,0,2,0,0,0,0,0,0,1,0,0,0
2680,0.59,0.71,0.20000000000000007,0.5607476635514018,0.125,1,0,2,0,0,0,0,0,0,1,0,0,0
2681,0.75,0.93,0.4,0.3738317757009346,0.0,0,0,2,0,0,0,0,0,0,1,0,0,0
2682,0.66,0.48,0.20000000000000007,0.8411214953271028,0.375,1,0,1,0,0,0,0,0,0,1,0,0,0
2683,0.68,0.51,0.20000000000000007,0.36448598130841126,0.125,0,0,1,0,0,0,0,0,0,1,0,0,0
2684,0.73,0.58,0.20000000000000007,0.04672897196261683,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0
2685,0.98,0.53,0.4,0.2710280373831776,0.125,1,0,1,0,0,0,0,0,0,1,0,0,0
2686,0.86,0.65,0.20000000000000007,0.8177570093457943,0.375,0,0,1,0,0,0,0,0,0,1,0,0,0
2687,0.5,0.55,0.6,0.7009345794392524,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0
2688,0.76,0.76,0.4,0.7850467289719626,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0
2689,0.3,0.47,0.20000000000000007,0.4719626168224299,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0
2690,0.3,0.86,0.4,0.32242990654205606,0.0,1,0,1,0,1,0,0,0,0,0,0,0,0
2691,0.64,0.59,0.4,0.5700934579439253,0.0,1,0,1,0,1,0,0,0,0,0,0,0,0
2692,0.59,0.75,0.20000000000000007,0.5,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0
2693,0.85,0.63,0.0,0.05140186915887851,0.5,0,0,1,0,0,1,0,0,0,0,0,0,0
2694,0.76,0.93,0.20000000000000007,0.3878504672897196,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0
2695,0.63,0.5,0.6,0.7850467289719626,0.125,0,0,1,0,0,1,0,0,0,0,0,0,0
2696,0.65,0.86,0.6,0.2710280373831776,0.125,1,0,1,0,0,1,0,0,0,0,0,0,0
2697,0.43,0.68,0.4,0.3317757009345794,0.125,0,0,1,0,0,0,0,0,0,0,0,1,0
2698,0.83,0.56,0.4,0.28971962616822433,0.125,0,0,1,0,0,0,0,0,0,0,0,1,0
2699,0.49,0.77,0.4,0.6121495327102803,0.125,0,0,1,0,0,0,0,0,0,0,0,1,0
2700,0.67,0.73,0.20000000000000007,0.6261682242990655,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0
2701,0.9,0.47,0.6,0.21962616822429903,0.375,1,0,1,0,0,0,0,0,0,0,0,1,0
2702,0.83,0.96,0.4,0.2149532710280374,0.125,0,0,1,0,0,0,0,0,0,0,0,1,0
2703,0.92,0.84,0.4,0.4112149532710281,0.25,0,0,2,0,0,0,0,0,0,0,0,1,0
2704,0.83,0.7,0.6,0.3411214953271028,0.25,0,0,2,0,0,0,0,0,0,0,0,1,0
2705,0.64,0.55,0.6,0.5700934579439253,0.25,1,0,2,0,0,0,0,0,0,0,0,1,0
2706,0.93,0.97,0.0,0.11682242990654212,0.125,1,0,2,0,0,0,0,0,0,0,0,1,0
2707,0.6,0.87,0.4,0.7242990654205607,0.25,1,0,2,0,0,0,0,0,0,0,0,1,0
2708,0.74,0.69,0.0,0.44859813084112143,0.5,0,0,2,0,0,0,0,0,0,0,1,0,0
2709,0.56,0.75,0.8000000000000002,0.6121495327102803,0.375,0,0,2,0,0,0,0,0,0,0,1,0,0
2710,0.61,0.77,0.8000000000000002,0.20560747663551404,0.375,0,0,2,0,0,0,0,0,0,0,1,0,0
2711,0.63,0.62,0.20000000000000007,0.26168224299065423,0.0,0,0,2,0,0,0,0,0,0,0,1,0,0
2712,0.24,0.62,0.4,0.49532710280373826,0.25,0,0,2,0,0,0,0,0,0,0,1,0,0
2713,0.17,0.56,0.0,0.5747663551401868,0.25,1,0,2,0,0,0,0,0,0,0,1,0,0
2714,0.46,0.64,0.4,0.7102803738317757,0.25,0,0,2,0,0,0,0,0,0,0,1,0,0
2715,0.68,0.48,0.6,0.5,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
2716,0.68,0.6,0.20000000000000007,0.7429906542056074,0.125,0,0,1,0,0,0,0,0,0,0,1,0,0
2717,0.16,0.71,0.6,0.37850467289719625,0.125,0,0,2,0,0,0,0,0,0,0,1,0,0
2718,0.15,0.56,0.6,0.4158878504672897,0.125,0,0,2,0,0,0,0,0,0,0,1,0,0
2719,0.55,0.49,0.4,0.023364485981308414,0.5,0,0,2,0,0,0,0,0,0,0,0,1,0
2720,0.72,0.66,0.20000000000000007,0.7009345794392524,0.125,0,0,2,0,0,0,0,0,0,0,0,1,0
2721,0.91,0.89,0.8000000000000002,0.5794392523364486,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0
2722,0.3,0.91,0.20000000000000007,0.2289719626168224,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0
2723,0.56,0.68,0.8000000000000002,0.4579439252336448,0.375,0,0,1,0,0,0,0,0,0,0,0,0,0
2724,0.94,0.94,0.4,0.677570093457944,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0
2725,0.82,0.63,0.8000000000000002,0.3691588785046729,0.25,0,0,1,0,0,0,0,0,0,0,0,0,0
2726,0.66,0.86,0.6,0.24766355140186913,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0
2727,0.74,0.64,0.20000000000000007,0.7336448598130841,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0
2728,0.63,0.5,0.6,0.5700934579439253,0.125,0,0,1,0,0,0,0,0,1,0,0,0,0
2729,0.65,0.42,0.0,0.7803738317757009,0.125,0,0,1,0,0,0,0,0,1,0,0,0,0
2730,0.56,0.81,0.4,0.7056074766355139,0.125,0,0,1,0,0,0,0,0,1,0,0,0,0
2731,0.32,0.73,0.8000000000000002,0.2429906542056075,0.25,0,0,1,0,0,0,0,0,1,0,0,0,0
2732,0.8,0.9,0.6,0.30841121495327106,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0
2733,0.34,0.87,0.0,0.7429906542056074,0.25,0,0,1,1,0,0,0,0,0,0,0,0,0
2734,0.62,0.71,0.20000000000000007,0.4439252336448598,0.125,0,0,1,1,0,0,0,0,0,0,0,0,0
2735,0.5,0.86,0.20000000000000007,0.5654205607476636,0.25,0,0,1,1,0,0,0,0,0,0,0,0,0
2736,0.58,0.98,0.20000000000000007,0.49065420560747663,0.125,0,0,1,1,0,0,0,0,0,0,0,0,0
2737,0.94,0.9,0.20000000000000007,0.7336448598130841,0.125,0,0,1,1,0,0,0,0,0,0,0,0,0
2738,0.67,0.99,0.4,0.12149532710280375,0.375,1,0,1,1,0,0,0,0,0,0,0,0,0
2739,0.2,0.74,0.20000000000000007,0.8084112149532711,0.125,0,0,1,0,0,0,0,1,0,0,0,0,0
2740,0.91,0.59,0.4,0.3037383177570093,0.125,0,0,1,0,0,0,0,0,0,1,0,0,0
2741,0.91,0.67,0.20000000000000007,0.28037383177570097,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0
2742,0.78,0.87,0.20000000000000007,0.3598130841121495,0.125,1,0,2,0,0,0,0,0,0,0,1,0,0
2743,0.82,0.55,0.4,0.26168224299065423,0.125,1,0,2,0,0,0,0,0,0,0,0,1,0
2744,0.54,0.96,0.20000000000000007,0.2289719626168224,0.125,0,0,2,0,0,0,1,0,0,0,0,0,0
2745,0.53,0.81,0.20000000000000007,0.7102803738317757,0.125,0,0,2,0,0,0,0,1,0,0,0,0,0
2746,0.47,0.55,0.0,0.4112149532710281,0.0,1,0,2,0,0,0,0,1,0,0,0,0,0
2747,0.87,0.5,0.4,0.6355140186915887,0.0,0,0,2,0,0,0,0,1,0,0,0,0,0
2748,0.5,0.68,0.20000000000000007,0.30841121495327106,0.0,0,0,2,0,0,0,0,0,0,1,0,0,0
2749,0.59,0.83,0.4,0.8084112149532711,0.125,0,0,2,0,0,0,0,0,0,1,0,0,0
2750,0.89,0.69,0.6,0.05607476635514019,0.125,0,0,2,0,0,0,0,0,0,1,0,0,0
2751,0.54,0.49,0.20000000000000007,0.7102803738317757,0.125,1,0,2,0,0,0,0,0,0,1,0,0,0
2752,0.62,0.85,0.0,0.12149532710280375,0.375,0,0,2,0,0,0,0,0,0,1,0,0,0
2753,0.91,0.85,0.4,0.8271028037383178,0.0,0,0,2,0,0,0,0,0,0,1,0,0,0
2754,0.84,0.99,0.20000000000000007,0.883177570093458,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0
2755,0.69,0.65,0.4,0.6121495327102803,0.125,1,0,1,0,0,0,0,0,0,1,0,0,0
2756,0.76,0.63,0.4,0.7102803738317757,0.0,0,0,2,0,0,0,0,0,0,1,0,0,0
2757,0.8,0.54,0.20000000000000007,0.7523364485981309,0.125,0,0,2,0,0,0,0,0,0,1,0,0,0
2758,0.4,0.47,0.6,0.4579439252336448,0.125,0,0,2,0,0,0,0,0,0,1,0,0,0
2759,0.8,0.99,0.20000000000000007,0.7336448598130841,0.125,1,0,2,0,0,0,0,0,0,1,0,0,0
2760,0.76,0.4,0.4,0.21028037383177567,0.125,0,0,1,0,0,0,0,0,0,1,0,0,0
2761,0.55,0.9,0.4,0.48130841121495327,0.125,1,0,1,0,0,0,0,0,0,1,0,0,0
2762,0.98,0.63,0.20000000000000007,0.21962616822429903,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0
2763,0.54,0.56,0.6,0.6915887850467289,0.125,0,0,1,0,0,0,0,0,0,1,0,0,0
2764,0.63,0.56,0.6,0.3598130841121495,0.0,1,0,1,0,0,0,0,0,0,1,0,0,0
2765,0.88,0.63,0.4,0.42056074766355145,0.125,0,0,1,0,0,0,0,0,0,1,0,0,0
2766,0.5,0.95,0.0,0.7056074766355139,0.125,0,0,1,0,0,0,0,0,0,1,0,0,0
2767,0.52,0.72,0.20000000000000007,0.5700934579439253,0.25,0,0,1,0,1,0,0,0,0,0,0,0,0
2768,0.89,0.95,0.20000000000000007,0.20560747663551404,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0
2769,0.55,0.9,0.4,0.3271028037383178,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0
2770,0.51,0.81,0.20000000000000007,0.5607476635514018,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0
2771,0.35,0.52,0.8000000000000002,0.6495327102803737,0.125,0,0,1,0,0,1,0,0,0,0,0,0,0
2772,0.54,0.71,0.20000000000000007,0.4299065420560748,0.125,0,0,1,0,0,1,0,0,0,0,0,0,0
2773,0.72,0.84,0.20000000000000007,0.21962616822429903,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0
2774,0.61,0.93,0.4,0.47663551401869153,0.25,0,0,1,0,0,0,0,0,0,0,0,1,0
2775,0.17,0.93,0.4,0.2429906542056075,0.125,0,0,1,0,0,0,0,0,0,0,0,1,0
2776,0.71,0.88,0.8000000000000002,0.023364485981308414,0.25,0,0,1,0,0,0,0,0,0,0,0,1,0
2777,0.88,0.52,0.4,0.7149532710280374,0.5,0,0,1,0,0,0,0,0,0,0,0,1,0
2778,0.48,1.0,0.6,0.7149532710280374,0.125,0,0,1,0,0,0,0,0,0,0,0,1,0
2779,0.16,0.97,0.6,0.47663551401869153,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0
2780,0.62,0.72,0.20000000000000007,0.49532710280373826,0.125,0,0,1,0,0,0,0,0,0,0,0,1,0
2781,0.59,0.47,0.20000000000000007,0.3738317757009346,0.125,0,0,2,0,0,0,0,0,0,0,0,1,0
2782,0.14,0.9,0.4,0.1728971962616822,0.0,0,0,2,0,0,0,0,0,0,0,0,1,0
2783,0.96,0.92,0.6,0.663551401869159,0.0,0,0,2,0,0,0,0,0,0,0,0,1,0
2784,0.96,0.42,0.0,0.397196261682243,0.25,0,0,2,0,0,0,0,0,0,0,0,1,0
2785,0.13,0.89,0.6,0.6822429906542057,0.125,1,0,2,0,0,0,0,0,0,0,1,0,0
2786,0.64,0.61,0.4,0.4158878504672897,0.0,1,0,2,0,0,0,0,0,0,0,1,0,0
2787,0.64,0.67,0.4,0.6588785046728972,0.125,1,0,2,0,0,0,0,0,0,0,1,0,0
2788,0.57,0.72,0.6,0.6915887850467289,0.125,1,0,2,0,0,0,0,0,0,0,1,0,0
2789,0.49,1.0,0.20000000000000007,0.383177570093458,0.25,0,0,2,0,0,0,0,0,0,0,1,0,0
2790,0.89,0.79,0.20000000000000007,0.31775700934579443,0.125,0,0,2,0,0,0,0,0,0,0,1,0,0
2791,0.94,0.75,0.6,0.43457943925233644,0.25,0,0,2,0,0,0,0,0,0,0,1,0,0
2792,0.51,0.58,0.20000000000000007,0.5420560747663551,0.0,0,0,2,0,0,0,0,0,0,0,1,0,0
2793,0.8,0.85,0.4,0.6401869158878505,0.125,0,0,0,0,0,0,0,0,0,0,1,0,0
2794,0.74,0.51,0.6,0.8037383177570093,0.125,1,0,1,0,0,0,0,0,0,0,1,0,0
2795,0.66,0.85,0.0,0.2757009345794392,0.0,1,0,2,0,0,0,0,0,0,0,1,0,0
2796,0.66,0.99,0.4,0.7523364485981309,0.125,0,0,2,0,0,0,0,0,0,0,0,1,0
2797,0.59,0.62,0.4,0.7383177570093459,0.375,0,0,2,0,0,0,0,0,0,0,0,1,0
2798,0.91,0.57,0.4,0.21962616822429903,0.125,0,0,2,0,0,0,0,0,0,0,0,1,0
2799,0.83,0.98,0.20000000000000007,0.602803738317757,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0
2800,0.5,0.91,0.4,0.5934579439252335,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0
2801,0.69,0.97,0.0,0.023364485981308414,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0
2802,0.87,0.91,0.0,0.29439252336448596,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0
2803,0.37,0.43,0.6,0.21028037383177567,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0
2804,0.9,0.98,0.6,0.23831775700934577,0.375,0,0,1,0,0,0,0,0,0,0,0,0,0
2805,0.68,0.41,0.6,0.7289719626168224,0.125,0,0,1,0,0,0,0,0,1,0,0,0,0
2806,0.93,0.63,0.20000000000000007,0.46728971962616817,0.125,1,0,1,0,0,0,0,0,1,0,0,0,0
2807,0.95,0.45,0.8000000000000002,0.6915887850467289,0.125,0,0,1,0,0,0,0,0,1,0,0,0,0
2808,0.99,1.0,0.20000000000000007,0.2149532710280374,0.125,1,0,1,0,0,0,0,0,1,0,0,0,0
2809,0.64,0.9,0.4,0.2757009345794392,0.25,0,0,1,0,0,0,0,0,0,0,0,0,0
2810,0.96,0.37,0.20000000000000007,0.5747663551401868,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0
2811,0.92,0.54,0.20000000000000007,0.5467289719626168,0.25,0,0,1,1,0,0,0,0,0,0,0,0,0
2812,0.22,0.52,0.6,0.7803738317757009,0.125,1,0,1,1,0,0,0,0,0,0,0,0,0
2813,0.82,0.99,0.4,0.8317757009345793,0.125,1,0,1,1,0,0,0,0,0,0,0,0,0
2814,0.75,0.89,0.20000000000000007,0.20560747663551404,0.125,0,0,1,1,0,0,0,0,0,0,0,0,0
2815,0.2,0.89,0.4,0.3738317757009346,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0
2816,0.64,0.73,0.4,0.514018691588785,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0
2817,0.62,0.9,0.8000000000000002,0.5934579439252335,0.5,0,0,1,0,0,0,0,0,0,1,0,0,0
2818,0.73,0.59,0.0,0.630841121495327,0.5,0,0,1,0,1,0,0,0,0,0,0,0,0
2819,0.52,0.51,0.20000000000000007,0.7196261682242991,0.125,0,0,1,0,0,0,0,0,0,0,1,0,0
2820,0.63,0.67,0.6,0.7943925233644858,0.25,0,0,2,0,0,0,0,0,0,0,0,1,0
2821,0.84,0.92,0.4,0.7056074766355139,0.125,0,0,2,0,0,0,1,0,0,0,0,0,0
2822,0.49,0.96,0.20000000000000007,0.43457943925233644,0.0,0,0,2,0,0,0,0,1,0,0,0,0,0
2823,0.54,0.78,0.6,0.6121495327102803,0.375,0,0,2,0,0,0,0,1,0,0,0,0,0
2824,0.52,0.78,0.4,0.14485981308411222,0.25,0,0,2,0,0,0,0,1,0,0,0,0,0
2825,0.66,0.63,0.6,0.5046728971962616,0.375,0,0,2,0,0,0,0,0,0,1,0,0,0
2826,0.73,0.41,0.6,0.19158878504672894,0.125,1,0,2,0,0,0,0,0,0,1,0,0,0
2827,0.54,0.64,0.4,0.7897196261682243,0.125,0,0,2,0,0,0,0,0,0,1,0,0,0
2828,0.72,0.68,0.20000000000000007,0.18224299065420557,0.0,0,0,2,0,0,0,0,0,0,1,0,0,0
2829,0.75,0.64,0.0,0.14018691588785048,0.125,1,0,2,0,0,0,0,0,0,1,0,0,0
2830,0.77,0.57,0.20000000000000007,0.43457943925233644,0.0,0,0,2,0,0,0,0,0,0,1,0,0,0
2831,0.42,0.94,0.20000000000000007,0.5186915887850467,0.25,0,0,2,0,0,0,0,0,0,1,0,0,0
2832,0.13,0.69,0.20000000000000007,0.17757009345794394,0.125,0,0,0,0,0,0,0,0,0,1,0,0,0
2833,0.73,0.88,0.4,0.5,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0
2834,0.5,0.95,0.6,0.588785046728972,0.125,0,0,2,0,0,0,0,0,0,1,0,0,0
2835,0.92,0.62,0.20000000000000007,0.6355140186915887,0.0,1,0,2,0,0,0,0,0,0,1,0,0,0
2836,0.73,0.66,0.4,0.7990654205607476,0.375,0,0,2,0,0,0,0,0,0,1,0,0,0
2837,0.74,0.38,0.6,0.16355140186915884,0.125,0,0,2,0,0,0,0,0,0,1,0,0,0
2838,0.76,0.78,0.20000000000000007,0.2757009345794392,0.25,0,0,1,0,0,0,0,0,0,1,0,0,0
2839,0.53,0.92,0.20000000000000007,0.6355140186915887,0.125,1,0,1,0,0,0,0,0,0,1,0,0,0
2840,0.65,0.72,0.20000000000000007,0.19158878504672894,0.375,0,0,1,0,0,0,0,0,0,1,0,0,0
2841,0.91,0.85,0.4,0.1869158878504673,0.25,0,0,1,0,0,0,0,0,0,1,0,0,0
2842,0.69,0.76,0.20000000000000007,0.6588785046728972,0.0,1,0,1,0,0,0,0,0,0,1,0,0,0
2843,0.56,0.66,0.4,0.4392523364485982,0.125,0,0,1,0,0,0,0,0,0,1,0,0,0
2844,0.55,0.81,0.4,0.22429906542056077,0.125,0,0,1,0,1,0,0,0,0,0,0,0,0
2845,0.74,0.5,0.8000000000000002,0.4579439252336448,0.125,0,0,1,0,1,0,0,0,0,0,0,0,0
2846,0.86,0.86,0.20000000000000007,0.42056074766355145,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0
2847,0.82,0.74,0.20000000000000007,0.5700934579439253,0.125,0,0,1,0,0,1,0,0,0,0,0,0,0
2848,0.35,0.8,0.6,0.7663551401869159,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0
2849,0.93,0.99,0.4,0.4859813084112149,0.25,0,0,1,0,0,1,0,0,0,0,0,0,0
2850,0.55,0.77,0.20000000000000007,0.20560747663551404,0.125,0,0,1,0,0,1,0,0,0,0,0,0,0
2851,0.99,0.68,0.0,0.28037383177570097,0.125,0,0,1,0,0,0,0,0,0,0,0,1,0
2852,0.91,0.89,0.20000000000000007,0.4532710280373832,0.125,1,0,1,0,0,0,0,0,0,0,0,1,0
2853,0.24,0.65,0.4,0.2289719626168224,0.125,0,0,1,0,0,0,0,0,0,0,0,1,0
2854,0.77,0.67,0.4,0.5654205607476636,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0
2855,0.64,0.66,0.4,0.30841121495327106,0.125,0,0,1,0,0,0,0,0,0,0,0,1,0
2856,0.58,0.76,0.6,0.4018691588785047,0.25,1,0,1,0,0,0,0,0,0,0,0,1,0
2857,0.65,0.99,0.20000000000000007,0.5841121495327103,0.125,0,0,1,0,0,0,0,0,0,0,0,1,0
2858,0.44,0.68,0.4,0.5233644859813084,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0
2859,0.59,0.75,0.6,0.3037383177570093,0.125,0,0,2,0,0,0,0,0,0,0,0,1,0
2860,0.99,0.56,0.4,0.8084112149532711,0.125,1,0,2,0,0,0,0,0,0,0,0,1,0
2861,0.75,0.79,0.4,0.2757009345794392,0.125,0,0,2,0,0,0,0,0,0,0,0,1,0
2862,0.77,0.49,0.20000000000000007,0.06542056074766356,0.125,0,0,2,0,0,0,0,0,0,0,1,0,0
2863,0.85,0.64,0.20000000000000007,0.2710280373831776,0.125,0,0,2,0,0,0,0,0,0,0,1,0,0
2864,0.77,0.93,0.8000000000000002,0.5467289719626168,0.25,0,0,2,0,0,0,0,0,0,0,1,0,0
2865,0.54,0.95,0.6,0.7102803738317757,0.125,0,0,2,0,0,0,0,0,0,0,1,0,0
2866,0.69,0.82,0.20000000000000007,0.49532710280373826,0.125,0,0,2,0,0,0,0,0,0,0,1,0,0
2867,0.66,0.65,0.0,0.7242990654205607,0.5,0,0,2,0,0,0,0,0,0,0,1,0,0
2868,0.51,0.65,0.20000000000000007,0.6682242990654205,0.0,0,0,2,0,0,0,0,0,0,0,1,0,0
2869,0.74,0.59,0.20000000000000007,0.5,0.125,0,0,2,0,0,0,0,0,0,0,1,0,0
2870,0.55,0.72,0.4,0.4112149532710281,0.375,0,0,2,0,0,0,0,0,0,0,1,0,0
2871,0.65,0.84,0.4,0.5,0.125,0,0,0,0,0,0,0,0,0,0,1,0,0
2872,0.2,0.77,0.20000000000000007,0.5514018691588785,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0
2873,0.92,0.94,0.4,0.3037383177570093,0.125,0,0,2,0,0,0,0,0,0,0,0,1,0
2874,0.57,0.6,0.6,0.6448598130841122,0.0,0,0,2,0,0,0,0,0,0,0,0,1,0
2875,0.75,0.78,0.20000000000000007,0.2570093457943925,0.0,0,0,2,0,0,0,0,0,0,0,0,1,0
2876,0.68,0.84,0.4,0.24766355140186913,0.125,0,0,2,0,0,0,1,0,0,0,0,0,0
2877,0.97,0.7,0.4,0.6728971962616822,0.125,0,0,1,0,0,0,0,0,0,0,0,0,0
2878,0.79,0.48,0.6,0.20560747663551404,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0
2879,0.66,0.75,0.20000000000000007,0.4252336448598131,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0
2880,0.96,0.69,0.6,0.28037383177570097,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0
2881,0.73,0.69,0.4,0.7196261682242991,0.25,0,0,1,0,0,0,0,0,0,0,0,0,0
2882,0.29,0.58,0.20000000000000007,0.32242990654205606,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0
2883,0.58,0.56,0.6,0.7663551401869159,0.125,0,0,1,0,0,0,0,0,1,0,0,0,0
2884,0.72,0.58,0.20000000000000007,0.8317757009345793,0.125,0,0,1,0,0,0,0,0,1,0,0,0,0
